ID,marital_status_Divorced,marital_status_Married,marital_status_OTROS,marital_status_Single,marital_status_Together,marital_status_Widow,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,response,education_oe_mms,income_mms,recency_mms,mntwines_mms,mntfruits_mms,mntmeatproducts_mms,kidhome_mms,teenhome_mms,mntfishproducts_mms,mntsweetproducts_mms,mntgoldprods_mms,numdealspurchases_mms,numwebpurchases_mms,numcatalogpurchases_mms,numstorepurchases_mms,numwebvisitsmonth_mms,age_mms,household_members_mms,total_amount_mms,total_purchase_mms,median_amount_purchase_mms,total_cmp_mms,total_%_cmp_mms
1176,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,0.18195101856817664,0.5050505050505051,0.0007209805335255948,0.03333333333333333,0.0020768431983385254,0.5,0.0,0.0125,0.005235602094240838,0.0371900826446281,0.07692307692307693,0.037037037037037035,0.0,0.08333333333333333,0.6363636363636364,0.42857142857142855,0.5,0.0075426756649464065,0.08823529411764705,0.005478980013783598,0.0,0.0
6729,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0.5,0.5941485764917152,0.9595959595959597,0.3280461427541456,0.10555555555555556,0.861889927310488,0.0,0.0,0.3125,0.6178010471204188,0.15702479338842976,0.07692307692307693,0.14814814814814814,0.4545454545454546,0.8333333333333333,0.1818181818181818,0.1224489795918367,0.0,0.6081778483525209,0.5882352941176471,0.07011256604640478,0.0,0.0
2308,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,0.3811761139739343,0.4040404040404041,0.07858687815428983,0.02777777777777778,0.14018691588785046,0.0,0.5,0.10833333333333334,0.12041884816753927,0.11983471074380166,0.15384615384615385,0.2222222222222222,0.09090909090909091,0.3333333333333333,0.5454545454545454,0.8163265306122447,0.5,0.12862246923382295,0.38235294117647056,0.02219159200551344,0.0,0.0
8910,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0.5,0.34087641165543814,0.07070707070707072,0.1391492429704398,0.011111111111111112,0.056074766355140186,0.5,0.5,0.0,0.0,0.0,0.38461538461538464,0.14814814814814814,0.09090909090909091,0.4166666666666667,0.6363636363636364,0.7959183673469385,0.75,0.09765780071456927,0.4411764705882353,0.014645072363886976,0.0,0.0
5289,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0.25,0.33186047053886036,0.30303030303030304,0.005046863734679163,0.022222222222222223,0.010384215991692626,0.5,0.5,0.0625,0.020942408376963352,0.11983471074380166,0.15384615384615385,0.037037037037037035,0.09090909090909091,0.08333333333333333,0.2727272727272727,0.38775510204081626,0.5,0.026200873362445413,0.14705882352941174,0.011026878015161959,0.0,0.0
11188,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0.5,0.18062000139902668,0.8484848484848485,0.010093727469358327,0.05555555555555556,0.017653167185877467,0.5,0.5,0.03333333333333333,0.08900523560209425,0.08264462809917356,0.23076923076923078,0.07407407407407407,0.09090909090909091,0.16666666666666669,0.36363636363636365,0.7551020408163265,0.75,0.03294958316792378,0.23529411764705882,0.008989968604027876,0.0,0.0
10704,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0.5,0.4595701106007293,0.6565656565656566,0.2905551550108147,0.0,0.09345794392523364,0.0,0.5,0.11666666666666667,0.14136125654450263,0.5867768595041323,0.15384615384615385,0.2222222222222222,0.18181818181818182,0.6666666666666666,0.2727272727272727,0.510204081632653,0.25,0.2727272727272727,0.5294117647058824,0.0346403569226305,0.0,0.0
7476,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0.75,0.5486511063958815,0.9393939393939394,0.6683489545782264,0.35000000000000003,0.26168224299065423,0.0,0.5,0.0,0.06282722513089006,0.049586776859504134,0.3076923076923077,0.18518518518518517,0.36363636363636365,0.7499999999999999,0.2727272727272727,0.6122448979591835,0.25,0.5013894402540691,0.6470588235294118,0.05268330686483085,0.25,0.25
5493,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.5,0.30949549591562553,0.21212121212121213,0.010093727469358327,0.0,0.0,0.5,0.5,0.0,0.0,0.024793388429752067,0.07692307692307693,0.037037037037037035,0.0,0.08333333333333333,0.4545454545454545,0.3673469387755101,0.75,0.006748709805478364,0.08823529411764705,0.004996554100620262,0.25,0.25
9400,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0.25,0.7576596637675809,0.7373737373737375,0.4534967555875991,0.14444444444444446,0.632398753894081,0.0,0.0,0.18333333333333332,0.09424083769633508,0.2231404958677686,0.07692307692307693,0.2222222222222222,0.5454545454545454,0.4166666666666667,0.09090909090909091,0.7346938775510203,0.0,0.5466454942437475,0.5294117647058824,0.0696797127208096,0.0,0.0
2814,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0.75,0.22403836438392533,0.06060606060606061,0.005767844268204758,0.005555555555555556,0.0031152647975077876,0.5,0.0,0.016666666666666666,0.02617801047120419,0.028925619834710745,0.07692307692307693,0.037037037037037035,0.0,0.16666666666666669,0.5454545454545454,0.3673469387755101,0.5,0.009924573243350537,0.11764705882352941,0.005430737422467265,0.0,0.0
7899,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.6811504651759325,0.7070707070707072,0.8968997837058399,0.18333333333333335,0.3426791277258567,0.0,0.5,0.0875,0.17277486910994766,0.06611570247933884,0.15384615384615385,0.14814814814814814,0.6363636363636364,0.25,0.5454545454545454,0.857142857142857,0.5,0.6645494243747518,0.47058823529411764,0.0947987189362306,0.0,0.0
5123,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.75,0.19382330309884255,0.5757575757575758,0.02595529920692141,0.06666666666666667,0.021806853582554516,0.0,0.0,0.03333333333333333,0.05759162303664922,0.21487603305785125,0.07692307692307693,0.07407407407407407,0.09090909090909091,0.16666666666666669,0.5454545454545454,0.8775510204081631,0.25,0.054386661373560935,0.1764705882352941,0.0191592005513439,0.0,0.0
3878,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0.25,0.23665873885637623,0.030303030303030304,0.0014419610670511895,0.022222222222222223,0.005192107995846314,0.5,0.0,0.0625,0.041884816753926704,0.045454545454545456,0.07692307692307693,0.037037037037037035,0.0,0.16666666666666669,0.5454545454545454,0.28571428571428564,0.25,0.0166732830488289,0.11764705882352941,0.008711233631977946,0.0,0.0
11031,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.4002669806701361,0.9090909090909092,0.01802451333813987,0.005555555555555556,0.008307372793354102,0.5,0.5,0.008333333333333333,0.0,0.004132231404958678,0.07692307692307693,0.037037037037037035,0.0,0.16666666666666669,0.36363636363636365,0.8979591836734693,0.75,0.01349741961095673,0.11764705882352941,0.007167470709855273,0.0,0.0
6905,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0.5,0.7110254855783856,0.5555555555555556,0.17303532804614274,0.25,0.6251298026998962,0.0,0.0,0.14166666666666666,0.13612565445026178,0.2231404958677686,0.07692307692307693,0.2222222222222222,0.36363636363636365,0.7499999999999999,0.09090909090909091,0.0,0.25,0.3961889638745534,0.5882352941176471,0.04557776246266943,0.0,0.0
6357,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.25,0.5008510737519565,0.29292929292929293,0.1651045421773612,0.19444444444444445,0.07580477673935618,0.0,0.5,0.2625,0.2984293193717278,0.12809917355371903,0.23076923076923078,0.25925925925925924,0.09090909090909091,0.49999999999999994,0.36363636363636365,0.7142857142857142,0.25,0.19253672092100038,0.5,0.025767669806263882,0.0,0.0
1071,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.6089549280667846,0.10101010101010102,0.3828406633020908,0.48888888888888893,0.1723779854620976,0.0,0.5,0.2875,0.23036649214659688,0.5495867768595042,0.23076923076923078,0.25925925925925924,0.2727272727272727,0.9999999999999999,0.36363636363636365,0.3673469387755101,0.25,0.408098451766574,0.7352941176470588,0.03782007103854106,0.0,0.0
6866,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0.75,0.27615205851035096,0.5656565656565657,0.005046863734679163,0.0,0.012461059190031154,0.5,0.5,0.008333333333333333,0.015706806282722516,0.028925619834710745,0.07692307692307693,0.037037037037037035,0.0,0.16666666666666669,0.36363636363636365,0.510204081632653,0.75,0.011115522032552599,0.11764705882352941,0.006009648518263268,0.0,0.0
2350,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.5,0.5068163623786577,0.8787878787878789,0.44844989185291995,0.29444444444444445,0.1827622014537902,0.5,0.5,0.09583333333333333,0.08900523560209425,0.5495867768595042,0.5384615384615385,0.1111111111111111,0.18181818181818182,0.5833333333333333,0.6363636363636364,0.4489795918367347,0.75,0.4053195712584359,0.5588235294117647,0.04899379738111648,0.25,0.25
5558,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,1.0,0.8105894560123174,0.9090909090909092,0.7346791636625811,0.17222222222222222,0.4444444444444445,0.0,0.0,0.2583333333333333,0.3298429319371728,0.32644628099173556,0.07692307692307693,0.14814814814814814,0.5454545454545454,0.25,0.0,0.8163265306122447,0.0,0.666534339023422,0.4117647058823529,0.10783367792327131,0.25,0.25
113,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,0.22669068326843578,0.33333333333333337,0.007209805335255948,0.0,0.005192107995846314,0.5,0.5,0.0125,0.005235602094240838,0.024793388429752067,0.15384615384615385,0.037037037037037035,0.0,0.16666666666666669,0.36363636363636365,0.8775510204081631,0.75,0.008733624454148471,0.14705882352941174,0.003951297955433036,0.0,0.0
3478,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,0.5157448644111308,0.17171717171717174,0.1917808219178082,0.23333333333333334,0.31879543094496365,0.5,0.5,0.22916666666666666,0.2198952879581152,0.08677685950413223,0.7692307692307693,0.25925925925925924,0.36363636363636365,0.6666666666666666,0.36363636363636365,0.4693877551020407,0.75,0.28979753870583563,0.8529411764705882,0.023119687571789574,0.0,0.0
4023,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.5,0.15038550920636512,0.29292929292929293,0.010814708002883922,0.09444444444444444,0.017653167185877467,0.5,0.0,0.08333333333333333,0.1099476439790576,0.09090909090909091,0.23076923076923078,0.1111111111111111,0.18181818181818182,0.08333333333333333,0.6363636363636364,0.48979591836734687,0.5,0.04327113934100833,0.2647058823529412,0.010544452101998622,0.0,0.0
1627,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.25,0.6781095281398454,0.8484848484848485,0.29343907714491707,0.3388888888888889,0.11111111111111112,0.0,0.0,0.2,0.6387434554973822,0.16942148760330578,0.07692307692307693,0.18518518518518517,0.6363636363636364,0.6666666666666666,0.2727272727272727,0.7551020408163265,0.0,0.3108376339817388,0.6176470588235294,0.03405175114341207,0.25,0.25
6862,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,0.0,0.6565656565656566,0.0,0.005555555555555556,0.0010384215991692627,0.0,0.0,0.004166666666666667,0.005235602094240838,0.004132231404958678,1.0,0.0,0.0,0.0,0.9999999999999999,0.4693877551020407,0.0,0.000793965859468043,0.38235294117647056,0.0,0.0,0.0
833,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.75,0.30071272568999374,0.6262626262626263,0.03965392934390771,0.0,0.012461059190031154,0.5,0.5,0.0,0.0,0.008264462809917356,0.23076923076923078,0.1111111111111111,0.0,0.16666666666666669,0.5454545454545454,0.7959183673469385,0.75,0.026200873362445413,0.23529411764705882,0.007167470709855273,0.0,0.0
6245,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1.0,0.5031827826614163,0.7171717171717172,0.27180966113914923,0.07777777777777778,0.06853582554517135,0.0,0.5,0.07916666666666666,0.07329842931937174,0.05785123966942149,0.15384615384615385,0.1111111111111111,0.4545454545454546,0.5833333333333333,0.1818181818181818,0.8979591836734693,0.5,0.19888844779674475,0.5,0.026625315874109812,0.0,0.0
798,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0.5,0.1548837643108646,0.7171717171717172,0.0007209805335255948,0.0,0.004153686396677051,0.5,0.0,0.03333333333333333,0.03141361256544503,0.02066115702479339,0.07692307692307693,0.037037037037037035,0.0,0.16666666666666669,0.5454545454545454,0.14285714285714285,0.25,0.008336641524414452,0.11764705882352941,0.004658855961405928,0.0,0.0
5756,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0.5,0.31043789493319884,0.6464646464646465,0.032444124008651765,0.0,0.005192107995846314,0.5,0.0,0.0,0.0,0.008264462809917356,0.15384615384615385,0.07407407407407407,0.0,0.16666666666666669,0.4545454545454545,0.22448979591836732,0.5,0.01945216355696705,0.1764705882352941,0.007029634734665748,0.0,0.0
5424,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,0.31499444276043476,0.30303030303030304,0.020187454938716654,0.06666666666666667,0.05919003115264797,0.5,0.0,0.07916666666666666,0.005235602094240838,0.1487603305785124,0.15384615384615385,0.1111111111111111,0.0,0.25,0.6363636363636364,0.22448979591836732,0.5,0.05954743946010321,0.23529411764705882,0.016172754422237538,0.0,0.0
6616,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0.5,0.5050190034276159,0.4747474747474748,0.12761355443403027,0.016666666666666666,0.08618899273104881,0.0,0.5,0.29583333333333334,0.3455497382198953,0.2396694214876033,0.15384615384615385,0.1111111111111111,0.2727272727272727,0.5833333333333333,0.09090909090909091,0.38775510204081626,0.5,0.18062723302897976,0.4411764705882353,0.02724844934527912,0.0,0.0
5907,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.75,0.2520577331126001,0.24242424242424243,0.005046863734679163,0.0,0.006230529595015576,0.5,0.5,0.0,0.0,0.008264462809917356,0.07692307692307693,0.037037037037037035,0.0,0.08333333333333333,0.6363636363636364,0.857142857142857,0.75,0.004763795156808257,0.08823529411764705,0.0037904893177119234,0.0,0.0
4543,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.5,0.7286298878448069,0.32323232323232326,0.5594808940158615,0.7166666666666667,0.5929387331256489,0.0,0.0,0.9,0.1099476439790576,0.8388429752066116,0.07692307692307693,0.07407407407407407,0.6363636363636364,0.6666666666666666,0.2727272727272727,0.28571428571428564,0.25,0.759428344581183,0.5294117647058824,0.0968986905582357,0.25,0.25
538,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0.5,0.3750845244479707,0.787878787878788,0.021629416005767843,0.05,0.02596053997923157,0.5,0.0,0.06666666666666667,0.04712041884816754,0.13636363636363635,0.07692307692307693,0.037037037037037035,0.09090909090909091,0.25,0.1818181818181818,0.10204081632653056,0.25,0.04724096863834855,0.1764705882352941,0.01667815299793246,0.0,0.0
4070,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,1.0,0.8488489130350363,1.0,0.12112472963229992,0.13333333333333333,0.5721703011422637,0.0,1.0,0.7833333333333333,0.0,0.5950413223140496,0.07692307692307693,0.2962962962962963,0.4545454545454546,0.25,0.5454545454545454,0.510204081632653,0.75,0.425565700674871,0.5,0.05723255992036144,0.5,0.5
7290,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0.5,0.6130062722969709,0.686868686868687,0.2494592645998558,0.24444444444444446,0.5524402907580477,0.0,0.0,0.07083333333333333,0.0,0.10743801652892562,0.07692307692307693,0.1111111111111111,0.4545454545454546,0.9166666666666666,0.09090909090909091,0.18367346938775503,0.0,0.38189757840412863,0.5882352941176471,0.04392373076039514,0.0,0.0
11084,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0.75,0.5596490000855001,0.04040404040404041,0.5313626532083633,0.0,0.2388369678089304,0.0,0.5,0.05416666666666667,0.10471204188481675,0.2066115702479339,0.15384615384615385,0.1111111111111111,0.4545454545454546,0.49999999999999994,0.5454545454545454,0.3673469387755101,0.5,0.41564112743152043,0.47058823529411764,0.059212713341711604,0.0,0.0
5740,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.25,0.1793375614988238,0.010101010101010102,0.0021629416005767843,0.011111111111111112,0.010384215991692626,0.5,0.5,0.029166666666666667,0.02617801047120419,0.10743801652892562,0.15384615384615385,0.037037037037037035,0.18181818181818182,0.08333333333333333,0.4545454545454545,0.48979591836734687,0.5,0.019849146486701073,0.1764705882352941,0.007167470709855273,0.0,0.0
4141,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0.5,0.6228868888008067,0.26262626262626265,0.3064167267483778,0.27222222222222225,0.12980269989615784,0.0,0.0,0.46249999999999997,0.1099476439790576,0.17355371900826447,0.07692307692307693,0.2962962962962963,0.18181818181818182,0.7499999999999999,0.2727272727272727,0.5918367346938775,0.25,0.3056768558951965,0.5882352941176471,0.03510222834826557,0.0,0.0
2223,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.25,0.5506330589689223,0.5252525252525253,0.8752703677000722,0.18333333333333335,0.2564901349948079,0.0,0.5,0.26666666666666666,0.6073298429319373,0.615702479338843,0.6153846153846154,0.2962962962962963,0.8181818181818182,0.5833333333333333,0.4545454545454545,0.5918367346938775,0.25,0.722508932115919,0.9411764705882353,0.05283712382265105,0.0,0.0
8159,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,0.42541057507714386,0.10101010101010102,0.083633741888969,0.0,0.020768431983385256,0.5,0.5,0.05416666666666667,0.0,0.12396694214876033,0.23076923076923078,0.14814814814814814,0.09090909090909091,0.16666666666666669,0.5454545454545454,0.5306122448979591,0.75,0.06986899563318777,0.29411764705882354,0.015412568134828648,0.0,0.0
5654,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,0.27714303479687136,0.3434343434343435,0.0136986301369863,0.022222222222222223,0.008307372793354102,1.0,0.5,0.025,0.020942408376963352,0.07024793388429752,0.15384615384615385,0.07407407407407407,0.0,0.16666666666666669,0.4545454545454545,0.4489795918367347,1.0,0.021834061135371178,0.1764705882352941,0.007856650585802896,0.0,0.0
1150,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,1.0,0.738685382516852,0.36363636363636365,0.5436193222782986,0.8,0.5815160955347871,0.0,0.0,0.43333333333333335,0.33507853403141363,0.9256198347107438,0.07692307692307693,0.14814814814814814,0.5454545454545454,0.25,0.0,0.9999999999999998,0.25,0.7332274712187375,0.4117647058823529,0.11864001837813003,0.25,0.25
3967,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.6939845796317505,0.19191919191919193,0.23792357606344627,1.0,0.17445482866043613,0.0,0.0,0.24166666666666667,0.7958115183246074,0.14462809917355374,0.07692307692307693,0.07407407407407407,0.7272727272727273,0.9999999999999999,0.0,0.4693877551020407,0.25,0.3652242953552997,0.676470588235294,0.03667585573167931,0.0,0.0
6690,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.75,0.2980604068054833,0.30303030303030304,0.026676279740447006,0.022222222222222223,0.020768431983385256,0.5,0.5,0.016666666666666666,0.010471204188481676,0.08264462809917356,0.3076923076923077,0.1111111111111111,0.09090909090909091,0.16666666666666669,0.5454545454545454,0.5714285714285714,0.75,0.0333465660976578,0.29411764705882354,0.00734289831464194,0.0,0.0
1726,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,1,0.5,0.14655762041333537,0.23232323232323235,0.0014419610670511895,0.05,0.013499480789200415,0.0,0.0,0.05416666666666667,0.010471204188481676,0.16115702479338845,0.07692307692307693,0.037037037037037035,0.09090909090909091,0.08333333333333333,0.7272727272727273,0.48979591836734687,0.0,0.02977371973005161,0.11764705882352941,0.015079255685733978,0.25,0.25
2535,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,1,0.75,0.7830364290655346,0.24242424242424243,0.11679884643114635,0.0,0.4963655244029076,0.5,0.0,0.0,0.6596858638743456,0.30991735537190085,0.07692307692307693,0.2222222222222222,0.4545454545454546,0.5833333333333333,0.7272727272727273,0.32653061224489793,0.5,0.33267169511711,0.5588235294117647,0.04016540317022744,0.75,0.75
456,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.25,0.0,0.9696969696969697,0.0,0.061111111111111116,0.0031152647975077876,0.5,0.0,0.016666666666666666,0.03141361256544503,0.0371900826446281,0.15384615384615385,0.07407407407407407,0.0,0.16666666666666669,0.6363636363636364,0.163265306122449,0.5,0.011909487892020641,0.1764705882352941,0.004410751206064784,0.0,0.0
5726,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0.75,0.23596894163732773,0.15151515151515152,0.010814708002883922,0.03888888888888889,0.021806853582554516,0.5,0.0,0.0,0.041884816753926704,0.024793388429752067,0.23076923076923078,0.1111111111111111,0.0,0.25,0.36363636363636365,0.22448979591836732,0.25,0.02143707820563716,0.2647058823529412,0.005237767057201931,0.0,0.0
7433,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0.5,0.21626600135239277,0.8787878787878789,0.04542177361211247,0.022222222222222223,0.06853582554517135,0.5,0.0,0.029166666666666667,0.02617801047120419,0.07024793388429752,0.3076923076923077,0.1111111111111111,0.09090909090909091,0.25,0.6363636363636364,0.18367346938775503,0.25,0.06312028582770941,0.32352941176470584,0.012715368711233634,0.0,0.0
6439,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.5,0.520495721314155,0.37373737373737376,0.5681326604181687,0.0,0.1360332294911734,0.0,0.5,0.0,0.14659685863874347,0.628099173553719,0.5384615384615385,0.4074074074074074,0.4545454545454546,0.5833333333333333,0.5454545454545454,0.7346938775510203,0.5,0.4350932909884875,0.8823529411764706,0.033747582312531964,0.0,0.0
9960,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.18816890899340266,0.5252525252525253,0.0,0.0,0.0,0.5,0.0,0.03333333333333333,0.015706806282722516,0.008264462809917356,0.07692307692307693,0.037037037037037035,0.0,0.08333333333333333,0.5454545454545454,0.06122448979591838,0.25,0.003969829297340214,0.08823529411764705,0.0033080634045485873,0.0,0.0
