ID,education,marital_status,income,kidhome,teenhome,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,response,age,household_members,total_amount,total_purchase,median_amount_purchase,total_cmp,total_%_cmp,segmento
6616,Graduation,Together,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,40,3,461,16,28.8125,0,0.0,1
5907,Master,Married,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,63,4,18,4,4.5,0,0.0,0
4543,Graduation,Married,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,35,2,1919,19,101.0,1,0.16666666666666666,1
538,Graduation,Single,46107.0,1,0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,26,2,125,7,17.857142857142858,0,0.0,0
4070,PhD,Married,94871.0,0,2,99,169,24,553,188,0,144,1,8,5,4,7,0,1,1,0,0,0,1,46,4,1078,18,59.888888888888886,2,0.3333333333333333,1
7290,Graduation,Single,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,30,1,968,21,46.095238095238095,0,0.0,1
11084,Master,Together,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,1,39,3,1053,17,61.94117647058823,0,0.0,1
5740,2n Cycle,Divorced,25959.0,1,1,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,1,45,3,56,7,8.0,0,0.0,0
4141,Graduation,Together,71613.0,0,0,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0,50,2,776,21,36.95238095238095,0,0.0,1
2223,2n Cycle,Divorced,64176.0,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,50,2,1826,33,55.333333333333336,0,0.0,1
8159,Graduation,Married,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,47,4,182,11,16.545454545454547,0,0.0,0
5654,Graduation,Married,36026.0,2,1,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,43,5,61,7,8.714285714285714,0,0.0,0
1150,PhD,Together,83532.0,0,0,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,0,70,2,1853,15,123.53333333333333,1,0.16666666666666666,1
3967,PhD,Married,78931.0,0,0,19,331,180,170,58,152,35,1,2,8,13,1,0,0,0,0,0,0,0,44,2,926,24,38.583333333333336,0,0.0,1
6690,Master,Married,38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,49,4,90,11,8.181818181818182,0,0.0,0
1726,Graduation,Single,22585.0,0,0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,45,1,81,5,16.2,1,0.16666666666666666,0
2535,Master,Married,88097.0,1,0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,37,3,844,20,42.2,3,0.5,1
456,2n Cycle,Married,7500.0,1,0,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,29,3,36,7,5.142857142857143,0,0.0,0
5726,Master,Single,31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,32,2,60,10,6.0,0,0.0,0
7433,Graduation,Single,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,30,2,165,12,13.75,0,0.0,0
6439,Graduation,Married,61074.0,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,57,3,1102,31,35.54838709677419,0,0.0,1
9960,Basic,Single,26868.0,1,0,52,1,0,2,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,24,2,16,4,4.0,0,0.0,0
9648,Graduation,Single,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,48,3,253,14,18.071428571428573,0,0.0,0
8825,Graduation,Together,51195.0,1,1,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0,53,4,564,24,23.5,0,0.0,0
3535,Graduation,Single,66294.0,0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,50,1,967,13,74.38461538461539,0,0.0,1
1968,Graduation,Widow,45684.0,1,0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0,44,2,28,4,7.0,0,0.0,0
8477,Graduation,Divorced,26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,59,4,28,5,5.6,0,0.0,0
7106,PhD,Married,75865.0,0,0,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,70,2,1242,19,65.36842105263158,0,0.0,1
6336,Graduation,Married,29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,55,4,48,10,4.8,0,0.0,0
5092,PhD,Widow,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,66,2,467,19,24.57894736842105,1,0.16666666666666666,0
10236,Master,Single,31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,40,2,64,7,9.142857142857142,0,0.0,0
7422,Graduation,Single,46923.0,1,0,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,28,2,369,16,23.0625,0,0.0,0
873,Master,Married,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,66,4,1178,28,42.07142857142857,1,0.16666666666666666,1
5453,Master,Married,90226.0,0,0,26,1083,108,649,240,151,108,1,4,7,12,2,0,0,0,1,0,0,0,59,2,2339,24,97.45833333333333,1,0.16666666666666666,1
807,Master,Together,44602.0,1,1,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,46,4,292,17,17.176470588235293,0,0.0,0
10032,Graduation,Divorced,12571.0,1,0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,39,2,53,11,4.818181818181818,0,0.0,0
10673,PhD,Married,68397.0,0,1,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0,39,3,1416,21,67.42857142857143,0,0.0,1
6211,PhD,Together,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,39,3,39,5,7.8,0,0.0,0
7284,Graduation,Married,48686.0,1,2,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,62,5,20,4,5.0,0,0.0,0
2829,Graduation,Married,65210.0,0,1,25,626,0,70,0,7,28,2,9,3,8,6,0,1,0,1,0,0,0,60,3,731,22,33.22727272727273,2,0.3333333333333333,1
2088,Graduation,Together,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,43,2,1631,24,67.95833333333333,3,0.5,1
4122,Graduation,Married,79205.0,0,0,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,0,1,40,2,895,16,55.9375,1,0.16666666666666666,1
4990,Graduation,Married,59111.0,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,61,2,869,21,41.38095238095238,0,0.0,1
2781,Graduation,Single,72066.0,0,0,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,0,1,34,1,1792,17,105.41176470588235,2,0.3333333333333333,1
8842,Graduation,Widow,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,44,3,44,8,5.5,0,0.0,0
4220,PhD,Married,59892.0,0,1,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,45,3,87,7,12.428571428571429,0,0.0,0
7129,PhD,Married,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,53,3,929,31,29.967741935483872,0,0.0,1
4322,PhD,Together,77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,57,2,1291,20,64.55,0,0.0,1
4186,Graduation,Together,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,65,4,76,9,8.444444444444445,0,0.0,0
2253,Graduation,Married,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,25,2,85,6,14.166666666666666,0,0.0,0
10562,Master,Married,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,69,2,1033,24,43.041666666666664,0,0.0,1
5610,Graduation,Together,33456.0,1,1,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,50,4,36,6,6.0,0,0.0,0
10856,2n Cycle,Single,45889.0,0,1,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0,35,2,46,5,9.2,0,0.0,0
10699,Graduation,Married,44322.0,1,0,30,46,0,40,3,0,3,2,3,0,3,8,0,0,0,0,0,0,0,30,3,92,8,11.5,0,0.0,0
3934,Graduation,Married,61286.0,0,1,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,49,3,608,18,33.77777777777778,0,0.0,0
10862,Master,Married,30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,55,3,326,17,19.176470588235293,0,0.0,0
10394,Graduation,Married,90000.0,0,0,91,675,144,133,94,191,241,1,4,8,5,1,1,0,1,1,0,0,0,31,2,1478,18,82.11111111111111,3,0.5,1
9970,Graduation,Together,55375.0,0,1,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,0,38,3,162,9,18.0,0,0.0,0
5320,Master,Divorced,44051.0,1,1,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,1,42,3,171,12,14.25,0,0.0,0
3066,PhD,Together,61905.0,0,1,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,40,3,231,12,19.25,0,0.0,0
10299,PhD,Single,48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,46,1,882,25,35.28,0,0.0,1
10789,PhD,Married,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,51,4,68,7,9.714285714285714,0,0.0,0
8985,2n Cycle,Together,68316.0,0,1,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,51,3,1211,32,37.84375,0,0.0,1
2292,Graduation,Single,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,30,2,24,5,4.8,0,0.0,0
10313,Graduation,Married,48178.0,1,1,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,40,4,254,16,15.875,0,0.0,0
4785,PhD,Together,77622.0,0,2,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,45,4,714,22,32.45454545454545,0,0.0,1
6424,Graduation,Together,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,38,3,49,5,9.8,0,0.0,0
5393,Graduation,Single,23763.0,1,0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,38,2,42,5,8.4,0,0.0,0
378,Graduation,Married,52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,44,2,794,21,37.80952380952381,0,0.0,1
7922,PhD,Single,64950.0,0,1,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,64,2,966,25,38.64,1,0.16666666666666666,1
10067,2n Cycle,Together,25176.0,1,1,79,4,0,4,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,39,4,13,4,3.25,0,0.0,0
5342,Basic,Divorced,9548.0,1,0,31,1,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,39,2,30,6,5.0,0,0.0,0
4607,Graduation,Together,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,56,2,777,17,45.705882352941174,0,0.0,1
6055,Graduation,Married,71626.0,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,36,2,1305,19,68.6842105263158,1,0.16666666666666666,1
9592,Graduation,Together,22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,32,3,33,7,4.714285714285714,0,0.0,0
10839,Graduation,Together,36283.0,1,1,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,39,4,29,6,4.833333333333333,0,0.0,0
3276,2n Cycle,Together,36301.0,1,0,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0,39,3,78,7,11.142857142857142,0,0.0,0
2836,PhD,Married,43269.0,1,0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,43,3,19,4,4.75,0,0.0,0
4686,PhD,Widow,82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,53,1,1686,24,70.25,1,0.16666666666666666,1
2727,Graduation,Together,57100.0,0,0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,42,2,409,13,31.46153846153846,0,0.0,0
1940,Graduation,Married,25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,29,3,18,4,4.5,0,0.0,0
2114,PhD,Single,82800.0,0,0,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,0,1,69,1,1315,26,50.57692307692308,2,0.3333333333333333,1
67,Master,Single,46423.0,1,1,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,43,3,92,9,10.222222222222221,0,0.0,0
9423,Master,Married,32765.0,1,0,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0,0,36,3,46,8,5.75,0,0.0,0
10858,Graduation,Together,76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,40,4,820,25,32.8,0,0.0,1
7187,Master,Together,51012.0,1,1,52,375,42,48,94,66,96,7,4,10,4,3,0,0,0,0,0,0,0,46,4,721,25,28.84,0,0.0,1
6818,Graduation,Married,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,41,3,369,16,23.0625,0,0.0,0
3277,Graduation,Divorced,49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,60,2,365,15,24.333333333333332,0,0.0,0
5529,PhD,Together,64014.0,2,1,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,69,5,444,22,20.181818181818183,1,0.16666666666666666,0
3011,Graduation,Married,69139.0,0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,50,3,227,11,20.636363636363637,0,0.0,0
2416,PhD,Single,66582.0,0,0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,46,1,1288,20,64.4,0,0.0,1
1127,PhD,Married,85844.0,0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,42,2,1958,20,97.9,1,0.16666666666666666,1
3182,PhD,Single,46854.0,1,1,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,42,3,263,15,17.533333333333335,1,0.16666666666666666,0
5824,PhD,Together,34578.0,2,1,1,7,0,2,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,43,5,9,4,2.25,0,0.0,0
4864,Graduation,Married,34380.0,1,0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,0,38,3,175,12,14.583333333333334,0,0.0,0
8397,Graduation,Married,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,64,4,34,6,5.666666666666667,1,0.16666666666666666,0
9645,Graduation,Married,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,47,2,1338,24,55.75,0,0.0,1
10790,PhD,Married,18169.0,1,0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,30,3,21,4,5.25,0,0.0,0
2747,PhD,Married,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,27,2,2126,20,106.3,0,0.0,1
5185,Graduation,Married,74268.0,0,0,83,199,66,315,97,174,41,1,4,3,5,2,0,0,0,0,0,0,0,60,2,892,13,68.61538461538461,0,0.0,1
749,Graduation,Together,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,34,3,145,9,16.11111111111111,1,0.16666666666666666,0
7627,Master,Married,92163.0,0,0,25,817,180,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,40,2,2083,21,99.19047619047619,2,0.3333333333333333,1
9362,Graduation,Single,69263.0,0,1,14,492,5,32,13,5,21,1,9,1,7,6,0,1,0,0,0,0,0,50,2,568,18,31.555555555555557,1,0.16666666666666666,0
11148,Graduation,Together,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,40,3,13,4,3.25,0,0.0,0
8545,Graduation,Divorced,85683.0,0,0,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,0,1,61,1,1789,17,105.23529411764706,4,0.6666666666666666,1
5796,Graduation,Married,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,52,2,1125,23,48.91304347826087,1,0.16666666666666666,1
4002,PhD,Married,77037.0,0,1,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0,55,3,1123,27,41.592592592592595,0,0.0,1
9986,Graduation,Together,19444.0,1,0,8,16,0,23,3,2,10,3,4,1,2,7,0,0,0,0,0,0,1,33,3,54,10,5.4,0,0.0,0
7453,Graduation,Single,36130.0,0,1,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,0,1,61,2,488,21,23.238095238095237,1,0.16666666666666666,1
2698,Graduation,Single,47025.0,0,1,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,39,2,415,17,24.41176470588235,0,0.0,0
2986,Graduation,Married,30772.0,1,1,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,39,4,20,4,5.0,0,0.0,0
7281,PhD,Single,51012.0,0,0,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,0,56,1,186,9,20.666666666666668,0,0.0,0
195,Graduation,Single,38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,43,2,246,14,17.571428571428573,1,0.16666666666666666,0
10967,Graduation,Divorced,33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,52,3,99,9,11.0,0,0.0,0
979,Graduation,Single,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,40,2,112,8,14.0,0,0.0,0
1016,PhD,Single,34554.0,0,1,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,0,56,2,55,7,7.857142857142857,0,0.0,0
5922,PhD,Married,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,41,3,218,12,18.166666666666668,0,0.0,0
3006,Graduation,Divorced,30992.0,1,0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,39,2,43,5,8.6,0,0.0,0
232,Graduation,Single,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,50,2,530,17,31.176470588235293,0,0.0,1
2683,Graduation,Married,52413.0,0,2,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,46,4,910,26,35.0,0,0.0,1
6653,PhD,Married,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,45,4,418,18,23.22222222222222,0,0.0,0
11088,PhD,Together,78642.0,0,1,83,1388,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,44,3,1808,18,100.44444444444444,0,0.0,1
8720,2n Cycle,Together,51012.0,0,0,53,32,2,965,12,4,22,0,0,0,1,1,0,1,0,0,0,0,0,37,2,1037,1,1037.0,1,0.16666666666666666,0
236,Graduation,Married,34838.0,1,1,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,64,4,170,10,17.0,0,0.0,0
6347,Basic,Single,15862.0,1,0,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,36,2,36,5,7.2,0,0.0,0
10855,Master,Single,50014.0,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,47,2,396,15,26.4,0,0.0,0
